entry_date	entry_time	exit_time	direction	entry_price	exit_price	tdo	stop_price	contracts	pnl	exit_type	divergence_bar	entry_bar	stop_bar_wick_pts	reentry_sequence	prior_trade_bars_held	entry_bar_body_ratio	smt_sweep_pts	smt_miss_pts	bars_since_divergence	matches_hypothesis	session_direction	entry_matches_session
2024-04-22	09:35	09:37	long	17275.5	17270.95	17288.5	17270.95	4	-36.4	exit_stop	27	35	2.0	1	0	0.2857	0.25	2.0	8	True	long	True
2024-04-22	13:02	13:04	long	17279.0	17289.5	17288.5	17289.5	4	84.0	exit_stop	42	242	4.75	2	2	0.7879	2.0	4.5	200	True	long	True
2024-04-22	13:08	13:10	short	17296.75	17299.6375	17288.5	17299.6375	4	-23.1	exit_stop	246	248	1.5	3	2	0.4615	0.25	29.25	2	False	long	False
2024-04-22	13:15	13:16	short	17299.25	17303.0125	17288.5	17303.0125	4	-30.1	exit_stop	253	255	1.75	4	2	0.65	0.5	23.25	2	False	long	False
2024-04-23	09:39	09:40	short	17441.0	17445.2875	17428.75	17445.2875	4	-34.3	exit_stop	22	39	6.25	1	0	0.1228	0.5	3.5	17	True	short	True
2024-04-29	09:34	09:35	short	17935.75	17940.7375	17921.5	17940.7375	4	-39.9	exit_stop	29	34	6.5	1	0	0.4286	2.25	4.25	5	True	short	True
2024-04-30	09:48	09:49	short	17850.75	17855.825	17836.25	17855.825	4	-40.6	exit_stop	5	48	3.25	1	0	0.4595	0.75	0.25	43	False	long	False
2024-05-01	09:17	09:29	short	17514.5	17498.5	17501.5	17498.5	4	128.0	exit_stop	1	17	3.25	1	0	0.0435	0.25	1.25	16	False	long	False
2024-05-03	10:09	10:11	long	17949.5	17958.25	17958.0	17958.25	4	70.0	exit_stop	7	69	6.75	1	0	0.7257	0.25	9.75	62	False	short	False
2024-05-06	09:09	09:13	long	18059.25	18054.0	18074.25	18054.0	4	-42.0	exit_stop	5	9	1.0	1	0	0.3478	0.75	2.25	4	False	neutral	False
2024-05-06	09:46	09:47	short	18087.75	18092.475	18074.25	18092.475	4	-37.8	exit_stop	43	46	2.75	2	4	0.1154	0.5	13.0	3	False	neutral	False
2024-05-07	09:33	09:34	short	18223.0	18227.1125	18211.25	18227.1125	4	-32.9	exit_stop	9	33	2.25	1	0	0.6842	0.25	0.0	24	True	short	True
2024-05-09	10:42	10:43	short	18195.75	18198.9	18186.75	18198.9	4	-25.2	exit_stop	63	102	1.5	1	0	0.9574	0.75	41.0	39	False	neutral	False
2024-05-10	10:10	10:12	short	18281.5	18265.0	18274.25	18265.0	4	132.0	exit_stop	29	70	2.75	1	0	0.8491	0.25	4.5	41	False	long	False
2024-05-10	10:23	10:25	long	18260.0	18255.0125	18274.25	18255.0125	4	-39.9	exit_stop	79	83	5.0	2	2	0.3056	0.5	1.25	4	True	long	True
2024-05-14	09:31	09:34	short	18288.0	18266.25	18274.0	18266.25	4	174.0	exit_stop	16	31	2.5	1	0	0.1852	0.75	0.5	15	False	long	False
2024-05-15	09:26	09:27	long	18501.0	18498.1125	18509.25	18498.1125	4	-23.1	exit_stop	23	26	6.75	1	0	0.1818	0.25	9.5	3	False	short	False
2024-05-16	09:40	09:41	short	18691.25	18695.7125	18678.5	18695.7125	4	-35.7	exit_stop	30	40	1.25	1	0	0.3077	2.25	5.75	10	True	short	True
2024-05-17	09:51	09:52	long	18641.0	18637.5	18651.0	18637.5	4	-28.0	exit_stop	6	51	0.75	1	0	0.5312	0.25	0.0	45	False	neutral	False
2024-05-22	09:10	09:20	long	18797.75	18808.75	18808.0	18808.75	4	88.0	exit_stop	2	10	0.5	1	0	0.4286	0.25	1.0	8	False	short	False
2024-05-22	09:33	09:34	short	18818.0	18821.5	18808.0	18821.5	4	-28.0	exit_stop	23	33	4.5	2	10	0.359	0.25	2.25	10	True	short	True
2024-05-22	09:47	09:48	short	18816.0	18818.8	18808.0	18818.8	4	-22.4	exit_stop	43	47	7.5	3	1	0.125	0.75	20.0	4	True	short	True
2024-05-22	09:53	09:56	short	18817.25	18820.4875	18808.0	18820.4875	4	-25.9	exit_stop	50	53	1.75	4	1	0.6567	0.5	1.75	3	True	short	True
2024-05-24	09:24	09:27	long	18751.25	18747.4	18762.25	18747.4	4	-30.8	exit_stop	15	24	5.0	1	0	0.8776	0.5	0.0	9	True	long	True
2024-05-24	09:47	09:49	short	18776.0	18749.75	18762.25	18749.75	4	210.0	exit_stop	36	47	0.25	2	3	0.46	0.75	4.75	11	False	long	False
2024-05-24	09:59	10:01	long	18749.25	18797.0	18762.25	18797.0	4	382.0	exit_stop	51	59	2.5	3	2	0.3438	1.0	8.25	8	True	long	True
2024-05-27	09:49	09:50	short	18893.0	18897.8125	18879.25	18897.8125	4	-38.5	exit_stop	6	49	4.25	1	0	0.7647	0.25	0.5	43	False	neutral	False
2024-05-28	09:05	09:14	long	18908.75	18922.0	18920.25	18922.0	4	106.0	exit_stop	1	5	0.25	1	0	0.7931	0.25	0.25	4	False	neutral	False
2024-05-29	09:14	09:17	short	18774.5	18765.25	18765.5	18765.25	4	74.0	exit_stop	13	14	1.25	1	0	0.75	0.25	2.5	1	False	long	False
2024-05-30	09:17	09:25	long	18751.25	18769.5	18764.75	18769.5	4	146.0	exit_stop	11	17	5.0	1	0	0.5	0.5	1.75	6	True	long	True
2024-05-31	09:35	09:37	long	18592.5	18616.25	18602.0	18616.25	4	190.0	exit_stop	4	35	4.25	1	0	0.8267	0.25	0.75	31	False	short	False
2024-06-03	09:39	09:40	short	18724.5	18728.6125	18712.75	18728.6125	4	-32.9	exit_stop	5	39	0.0	1	0	0.3793	0.25	0.25	34	True	short	True
2024-06-04	09:36	09:37	long	18625.0	18620.3625	18638.25	18620.3625	4	-37.1	exit_stop	3	36	3.5	1	0	0.8527	0.25	0.75	33	True	long	True
2024-06-04	10:42	10:46	short	18647.5	18633.25	18638.25	18633.25	4	114.0	exit_stop	48	102	9.0	2	1	0.1714	0.25	21.0	54	False	long	False
2024-06-06	09:06	09:13	long	19090.75	19086.4625	19103.0	19086.4625	4	-34.3	exit_stop	4	6	10.5	1	0	0.4	0.25	0.75	2	False	short	False
2024-06-07	09:52	09:53	short	19048.0	19050.625	19040.5	19050.625	4	-21.0	exit_stop	16	52	1.0	1	0	0.7321	1.75	6.25	36	False	long	False
2024-06-07	10:18	10:19	short	19048.75	19051.6375	19040.5	19051.6375	4	-23.1	exit_stop	62	78	2.25	2	1	0.4	0.25	17.5	16	False	long	False
2024-06-11	09:37	09:40	short	19072.5	19056.0	19058.0	19056.0	4	132.0	exit_stop	9	37	1.0	1	0	0.7778	1.0	3.5	28	False	neutral	False
2024-06-11	10:00	10:01	long	19043.25	19038.0875	19058.0	19038.0875	4	-41.3	exit_stop	42	60	5.25	2	3	0.5556	0.25	24.5	18	False	neutral	False
2024-06-13	09:07	09:09	long	19623.75	19619.2	19636.75	19619.2	4	-36.4	exit_stop	3	7	3.75	1	0	0.4474	0.25	0.0	4	False	short	False
2024-06-13	09:48	09:49	short	19647.25	19650.925	19636.75	19650.925	4	-29.4	exit_stop	16	48	5.25	2	2	0.1579	0.25	2.25	32	True	short	True
2024-06-14	09:41	09:42	short	19591.75	19596.65	19577.75	19596.65	4	-39.2	exit_stop	34	41	6.75	1	0	0.3103	1.0	0.25	7	False	long	False
2024-06-17	09:19	09:30	long	19684.0	19702.25	19693.75	19702.25	4	146.0	exit_stop	17	19	7.5	1	0	0.0769	0.25	2.5	2	True	long	True
2024-06-17	09:36	09:37	long	19683.25	19679.575	19693.75	19679.575	4	-29.4	exit_stop	32	36	5.75	2	11	0.5942	1.25	6.0	4	True	long	True
2024-06-17	10:11	10:12	short	19706.0	19710.2875	19693.75	19710.2875	4	-34.3	exit_stop	45	71	3.0	3	1	0.65	0.5	24.5	26	False	long	False
2024-06-18	09:16	09:18	short	19924.25	19926.875	19916.75	19926.875	4	-21.0	exit_stop	15	16	1.75	1	0	0.6452	0.5	7.0	1	True	short	True
2024-06-18	09:22	09:28	short	19929.75	19934.3	19916.75	19934.3	4	-36.4	exit_stop	21	22	5.5	2	2	0.0833	0.25	4.5	1	True	short	True
2024-06-18	09:33	09:34	short	19926.5	19929.9125	19916.75	19929.9125	4	-27.3	exit_stop	30	33	0.75	3	6	0.8333	1.25	15.5	3	True	short	True
2024-06-18	13:30	13:30	short	19929.75	19929.75	19916.75	19934.3	4	-0.0	session_close	36	270		4	1	0.8409	0.25	3.25	234	True	short	True
2024-06-20	09:39	09:40	long	20233.0	20228.625	20245.5	20228.625	4	-35.0	exit_stop	1	39	6.5	1	0	0.5	0.25	0.5	38	False	short	False
2024-06-20	09:45	09:51	short	20259.25	20234.25	20245.5	20234.25	4	200.0	exit_stop	43	45	13.0	2	1	0.1176	0.5	20.25	2	True	short	True
2024-06-21	09:24	09:25	short	20031.25	20036.2375	20017.0	20036.2375	4	-39.9	exit_stop	22	24	11.5	1	0	0.4444	0.75	2.75	2	False	neutral	False
2024-06-21	09:42	09:43	long	20006.25	20002.4875	20017.0	20002.4875	4	-30.1	exit_stop	28	42	0.0	2	1	0.7812	0.75	12.0	14	False	neutral	False
2024-06-24	09:36	09:37	short	19932.75	19936.5125	19922.0	19936.5125	4	-30.1	exit_stop	2	36	10.5	1	0	0.5882	0.25	0.75	34	False	neutral	False
2024-06-24	09:55	09:57	short	19931.75	19923.0	19922.0	19923.0	4	70.0	exit_stop	39	55	0.5	2	1	0.5167	0.75	24.0	16	False	neutral	False
2024-06-25	09:36	09:37	long	19815.75	19810.675	19830.25	19810.675	4	-40.6	exit_stop	1	36	2.5	1	0	0.3404	0.25	0.25	35	False	neutral	False
2024-06-27	09:17	09:26	short	20000.0	19990.75	19990.5	19990.75	4	74.0	exit_stop	6	17	1.5	1	0	0.2667	0.5	2.5	11	False	neutral	False
2024-06-28	09:35	09:37	long	20058.75	20086.5	20070.25	20086.5	4	222.0	exit_stop	22	35	13.75	1	0	0.7253	0.75	6.75	13	False	short	False
2024-07-01	09:16	09:17	long	19958.25	19953.7875	19971.0	19953.7875	4	-35.7	exit_stop	11	16	2.5	1	0	0.7742	0.5	2.25	5	True	long	True
2024-07-01	13:23	13:24	short	19982.25	19986.1875	19971.0	19986.1875	4	-31.5	exit_stop	29	263	0.5	2	1	0.6667	1.0	18.25	234	False	long	False
2024-07-05	09:35	09:36	short	20456.5	20461.75	20441.5	20461.75	4	-42.0	exit_stop	34	35	1.25	1	0	0.3333	0.75	13.5	1	False	long	False
2024-07-08	13:14	13:17	short	20643.5	20628.25	20632.0	20628.25	4	122.0	exit_stop	1	254	0.5	1	0	0.2667	0.25	0.75	253	False	neutral	False
2024-07-09	09:43	09:44	short	20734.5	20738.525	20723.0	20738.525	4	-32.2	exit_stop	16	43	0.75	1	0	0.2593	0.25	0.0	27	False	neutral	False
2024-07-09	10:01	10:02	short	20736.25	20740.8875	20723.0	20740.8875	4	-37.1	exit_stop	56	61	0.25	2	1	0.5294	1.5	5.0	5	False	neutral	False
2024-07-10	09:55	09:58	short	20770.75	20755.5	20758.0	20755.5	4	122.0	exit_stop	3	55	0.75	1	0	0.2222	0.5	0.0	52	True	short	True
2024-07-10	10:17	10:19	short	20771.5	20776.225	20758.0	20776.225	4	-37.8	exit_stop	60	77	3.0	2	3	0.625	0.75	7.25	17	True	short	True
2024-07-12	09:24	09:25	long	20432.75	20429.075	20443.25	20429.075	4	-29.4	exit_stop	17	24	6.0	1	0	0.8049	0.25	10.25	7	True	long	True
2024-07-12	09:31	09:33	short	20455.0	20430.5	20443.25	20430.5	4	196.0	exit_stop	29	31	6.25	2	1	0.1607	0.5	5.0	2	False	long	False
2024-07-15	09:49	09:51	short	20620.0	20594.25	20610.0	20594.25	4	206.0	exit_stop	5	49	10.0	1	0	0.6044	0.25	0.75	44	False	neutral	False
2024-07-17	09:33	09:34	long	20251.5	20248.525	20260.0	20248.525	4	-23.8	exit_stop	19	33	1.0	1	0	0.169	0.25	0.75	14	True	long	True
2024-07-18	09:08	09:23	short	20156.5	20134.25	20141.5	20134.25	4	178.0	exit_stop	7	8	0.75	1	0	0.4839	0.5	1.5	1	False	long	False
2024-07-19	09:32	09:34	long	19861.25	19907.0	19868.5	19907.0	4	366.0	exit_stop	4	32	25.75	1	0	0.5847	0.25	1.25	28	True	long	True
2024-07-22	09:57	09:58	short	19969.5	19974.575	19955.0	19974.575	4	-40.6	exit_stop	4	57	0.75	1	0	0.9259	0.25	0.0	53	False	neutral	False
2024-07-22	10:03	10:04	long	19941.25	19936.4375	19955.0	19936.4375	4	-38.5	exit_stop	61	63	0.0	2	1	0.3553	3.0	54.0	2	False	neutral	False
2024-07-23	10:52	10:53	long	19947.0	19943.2375	19957.75	19943.2375	4	-30.1	exit_stop	1	112	2.0	1	0	0.9014	0.25	3.0	111	False	short	False
2024-07-25	09:03	09:04	long	19208.25	19205.1	19217.25	19205.1	4	-25.2	exit_stop	1	3	1.5	1	0	0.8372	0.5	1.5	2	True	long	True
2024-07-26	09:26	09:29	short	19177.75	19159.75	19163.75	19159.75	4	144.0	exit_stop	9	26	7.25	1	0	0.359	0.5	0.5	17	False	long	False
2024-07-29	09:35	09:36	long	19272.75	19268.55	19284.75	19268.55	4	-33.6	exit_stop	2	35	27.0	1	0	0.5851	0.25	0.75	33	False	short	False
2024-07-29	10:35	10:37	long	19276.75	19284.5	19284.75	19284.5	4	62.0	exit_stop	92	95	7.0	2	1	0.6329	2.5	31.25	3	False	short	False
2024-07-31	09:42	09:44	short	19383.75	19321.0	19371.0	19321.0	4	502.0	exit_stop	3	42	27.75	1	0	0.754	0.25	2.5	39	True	short	True
2024-08-01	10:26	10:27	long	19510.25	19505.0	19525.25	19505.0	4	-42.0	exit_stop	10	86	3.75	1	0	0.3853	0.75	1.0	76	False	short	False
2024-08-06	09:09	09:10	short	18091.5	18096.4875	18077.25	18096.4875	4	-39.9	exit_stop	4	9	4.75	1	0	0.3288	1.0	3.5	5	True	short	True
2024-08-06	09:47	09:49	long	18063.0	18081.0	18077.25	18081.0	4	144.0	exit_stop	29	47	17.5	2	1	0.7888	4.5	6.0	18	False	short	False
2024-08-07	10:30	10:31	long	18442.5	18438.65	18453.5	18438.65	4	-30.8	exit_stop	4	90	5.0	1	0	0.3097	0.25	0.75	86	False	short	False
2024-08-13	09:03	09:04	long	18810.0	18805.8875	18821.75	18805.8875	4	-32.9	exit_stop	1	3	4.75	1	0	0.2692	1.0	0.25	2	False	short	False
2024-08-14	09:36	09:37	long	19128.0	19124.85	19137.0	19124.85	4	-25.2	exit_stop	8	36	5.25	1	0	0.3478	0.5	0.0	28	False	short	False
2024-08-15	09:07	09:08	long	19340.25	19336.05	19352.25	19336.05	4	-33.6	exit_stop	1	7	1.5	1	0	0.7391	0.25	0.5	6	False	short	False
2024-08-16	09:53	09:56	short	19518.0	19494.25	19503.25	19494.25	4	190.0	exit_stop	4	53	15.5	1	0	0.5079	0.75	0.25	49	True	short	True
2024-08-16	10:48	10:50	short	19512.25	19496.75	19503.25	19496.75	4	124.0	exit_stop	60	108	5.0	2	3	0.821	2.75	7.75	48	True	short	True
2024-08-19	09:24	09:29	short	19618.75	19601.0	19604.75	19601.0	4	142.0	exit_stop	2	24	1.5	1	0	0.7692	0.75	1.75	22	True	short	True
2024-08-19	10:09	10:10	short	19613.75	19616.9	19604.75	19616.9	4	-25.2	exit_stop	33	69	6.25	2	5	0.3585	1.0	26.5	36	True	short	True
2024-08-20	10:53	10:54	long	19808.5	19805.2625	19817.75	19805.2625	4	-25.9	exit_stop	3	113	3.75	1	0	0.78	0.25	0.75	110	False	short	False
2024-08-21	09:35	09:37	long	19832.25	19844.5	19842.0	19844.5	4	98.0	exit_stop	21	35	2.25	1	0	0.5488	0.75	5.25	14	True	long	True
2024-08-21	09:47	09:48	short	19853.25	19857.1875	19842.0	19857.1875	4	-31.5	exit_stop	39	47	6.5	2	2	0.8049	0.75	7.25	8	False	long	False
2024-08-21	10:57	10:59	long	19832.75	19848.75	19842.0	19848.75	4	128.0	exit_stop	74	117	0.75	3	1	0.6324	1.5	40.75	43	True	long	True
2024-08-22	09:06	09:18	long	19984.0	19998.75	19998.0	19998.75	4	118.0	exit_stop	5	6	4.75	1	0	0.1667	0.25	1.25	1	False	short	False
2024-08-23	09:07	09:08	short	19765.0	19768.2375	19755.75	19768.2375	4	-25.9	exit_stop	1	7	1.25	1	0	0.3125	0.25	0.75	6	False	long	False
2024-08-23	09:20	09:27	short	19766.75	19755.5	19755.75	19755.5	4	90.0	exit_stop	17	20	4.25	2	1	0.9362	0.5	0.0	3	False	long	False
2024-08-26	09:11	09:12	short	19771.5	19774.3875	19763.25	19774.3875	4	-23.1	exit_stop	10	11	0.0	1	0	0.4615	0.25	2.5	1	False	neutral	False
2024-08-26	09:35	09:36	short	19773.5	19777.0875	19763.25	19777.0875	4	-28.7	exit_stop	31	35	8.25	2	1	0.6167	0.25	14.75	4	False	neutral	False
2024-08-27	09:57	09:58	short	19537.5	19542.4	19523.5	19542.4	4	-39.2	exit_stop	50	57	1.25	1	0	0.662	0.5	18.5	7	False	long	False
2024-08-27	10:03	10:04	short	19536.5	19541.05	19523.5	19541.05	4	-36.4	exit_stop	60	63	3.75	2	1	0.5932	1.75	3.75	3	False	long	False
2024-08-30	10:15	10:16	short	19571.5	19575.7875	19559.25	19575.7875	4	-34.3	exit_stop	13	75	14.5	1	0	0.2432	0.25	2.0	62	False	long	False
2024-09-02	10:09	10:11	long	19608.25	19604.575	19618.75	19604.575	4	-29.4	exit_stop	10	69	2.25	1	0	0.5238	0.25	7.5	59	False	short	False
2024-09-03	09:26	09:28	short	19486.0	19476.0	19477.75	19476.0	4	80.0	exit_stop	6	26	11.5	1	0	0.7955	0.25	0.25	20	False	long	False
2024-09-05	13:28	13:29	short	18900.0	18891.75	18886.5	18904.725	4	66.0	session_close	15	268		1	0	0.7344	0.5	3.25	253	False	long	False
2024-09-06	09:31	09:33	short	18938.75	18886.0	18929.75	18886.0	4	422.0	exit_stop	30	31	20.75	1	0	0.5435	3.75	5.25	1	False	long	False
2024-09-09	09:36	09:37	short	18640.75	18644.95	18628.75	18644.95	4	-33.6	exit_stop	3	36	8.0	1	0	0.6224	0.25	4.75	33	False	long	False
2024-09-10	09:25	09:29	short	18770.75	18756.25	18758.5	18756.25	4	116.0	exit_stop	5	25	5.0	1	0	0.5938	0.25	0.25	20	True	short	True
2024-09-10	09:37	09:38	long	18747.0	18742.975	18758.5	18742.975	4	-32.2	exit_stop	34	37	1.75	2	4	0.1593	1.0	14.5	3	False	short	False
2024-09-16	09:52	09:53	long	19420.75	19415.85	19434.75	19415.85	4	-39.2	exit_stop	13	52	3.25	1	0	0.2836	0.25	0.75	39	False	short	False
2024-09-17	09:36	09:37	long	19552.75	19549.775	19561.25	19549.775	4	-23.8	exit_stop	3	36	6.25	1	0	0.699	0.5	2.5	33	False	short	False
2024-09-17	10:11	10:12	short	19569.75	19572.725	19561.25	19572.725	4	-23.8	exit_stop	67	71	12.75	2	1	0.3673	2.0	26.75	4	True	short	True
2024-09-18	09:32	09:33	long	19717.75	19713.1125	19731.0	19713.1125	4	-37.1	exit_stop	9	32	3.75	1	0	0.28	0.5	0.0	23	False	short	False
2024-09-20	10:08	10:09	long	20021.75	20017.1125	20035.0	20017.1125	4	-37.1	exit_stop	27	68	7.25	1	0	0.8367	0.75	12.0	41	False	neutral	False
2024-09-23	10:09	10:11	short	20085.5	20061.75	20076.5	20061.75	4	190.0	exit_stop	4	69	0.0	1	0	0.25	0.25	0.0	65	True	short	True
2024-09-23	10:27	10:28	short	20086.0	20089.325	20076.5	20089.325	4	-26.6	exit_stop	79	87	0.75	2	2	0.5581	0.75	12.5	8	True	short	True
2024-09-24	09:37	09:38	long	20123.25	20119.05	20135.25	20119.05	4	-33.6	exit_stop	30	37	2.25	1	0	0.88	2.5	20.0	7	False	short	False
2024-09-25	09:42	09:44	short	20153.75	20158.3	20140.75	20158.3	4	-36.4	exit_stop	26	42	2.75	1	0	0.4675	0.25	4.25	16	False	neutral	False
2024-09-27	09:33	09:34	long	20367.5	20364.175	20377.0	20364.175	4	-26.6	exit_stop	1	33	7.0	1	0	0.6951	0.25	2.0	32	False	short	False
2024-09-30	10:04	10:05	short	20190.25	20194.1875	20179.0	20194.1875	4	-31.5	exit_stop	30	64	8.25	1	0	0.6452	0.25	1.5	34	False	long	False
2024-09-30	13:08	13:10	short	20192.0	20196.55	20179.0	20196.55	4	-36.4	exit_stop	96	248	2.5	2	1	0.8	0.5	54.0	152	False	long	False
2024-10-03	13:02	13:03	long	19902.0	19898.4125	19912.25	19898.4125	4	-28.7	exit_stop	40	242	1.0	1	0	0.7143	1.25	54.25	202	True	long	True
2024-10-04	09:34	09:35	long	20216.0	20211.975	20227.5	20211.975	4	-32.2	exit_stop	3	34	12.75	1	0	0.825	0.25	0.0	31	False	short	False
2024-10-04	09:38	09:40	long	20219.75	20235.25	20227.5	20235.25	4	124.0	exit_stop	37	38	3.0	2	1	0.36	3.0	7.75	1	False	short	False
2024-10-07	09:39	09:40	short	20147.5	20151.175	20137.0	20151.175	4	-29.4	exit_stop	36	39	3.75	1	0	0.3765	0.5	0.75	3	True	short	True
2024-10-07	09:56	09:57	long	20125.5	20121.475	20137.0	20121.475	4	-32.2	exit_stop	51	56	3.25	2	1	0.3819	0.25	7.75	5	False	short	False
2024-10-07	10:44	10:45	short	20147.75	20151.5125	20137.0	20151.5125	4	-30.1	exit_stop	65	104	3.0	3	1	0.3443	1.25	12.5	39	True	short	True
2024-10-10	09:36	09:37	short	20368.75	20371.9	20359.75	20371.9	4	-25.2	exit_stop	29	36	8.5	1	0	0.5205	0.5	20.25	7	True	short	True
2024-10-10	09:57	09:58	short	20371.25	20375.275	20359.75	20375.275	4	-32.2	exit_stop	56	57	3.0	2	1	0.3125	1.75	7.75	1	True	short	True
2024-10-11	09:40	09:44	long	20329.0	20351.25	20340.5	20351.25	4	178.0	exit_stop	6	40	1.0	1	0	0.5479	0.25	2.75	34	False	short	False
2024-10-11	09:52	09:54	short	20353.5	20358.05	20340.5	20358.05	4	-36.4	exit_stop	51	52	8.5	2	4	0.7458	1.0	10.5	1	True	short	True
2024-10-15	09:40	09:41	long	20624.5	20621.9625	20631.75	20621.9625	4	-20.3	exit_stop	29	40	5.5	1	0	0.3111	0.25	2.25	11	False	neutral	False
2024-10-16	10:25	10:26	long	20340.25	20335.7	20353.25	20335.7	4	-36.4	exit_stop	21	85	2.25	1	0	0.5465	0.25	6.25	64	True	long	True
2024-10-18	09:47	09:50	short	20479.5	20448.5	20466.0	20448.5	4	248.0	exit_stop	10	47	3.25	1	0	0.5122	0.75	0.25	37	False	long	False
2024-10-21	09:31	09:33	short	20439.75	20424.0	20427.75	20424.0	4	126.0	exit_stop	24	31	7.75	1	0	0.6162	0.25	0.5	7	False	long	False
2024-10-22	09:12	09:23	long	20387.75	20403.25	20402.75	20403.25	4	124.0	exit_stop	1	12	3.75	1	0	0.4737	0.25	1.0	11	True	long	True
2024-10-23	10:48	10:49	short	20446.0	20449.9375	20434.75	20449.9375	4	-31.5	exit_stop	3	108	6.5	1	0	0.1875	0.25	1.25	105	True	short	True
2024-10-30	09:08	09:11	long	20649.5	20671.0	20661.75	20671.0	4	172.0	exit_stop	2	8	4.5	1	0	0.1786	0.5	1.25	6	False	short	False
2024-10-30	10:02	10:03	long	20649.25	20644.875	20661.75	20644.875	4	-35.0	exit_stop	31	62	5.5	2	3	0.3617	0.75	2.75	31	False	short	False
2024-10-30	10:20	10:21	short	20676.75	20682.0	20661.75	20682.0	4	-42.0	exit_stop	69	80	2.25	3	1	0.1724	2.25	12.25	11	True	short	True
2024-10-30	10:45	10:50	short	20676.25	20646.25	20661.75	20646.25	4	240.0	exit_stop	100	105	18.0	4	1	0.3636	1.0	6.5	5	True	short	True
2024-11-04	09:44	09:46	long	20110.25	20131.0	20120.25	20131.0	4	166.0	exit_stop	2	44	5.25	1	0	0.5139	0.25	1.5	42	False	short	False
2024-11-04	13:28	13:29	short	20135.25	20140.5	20120.25	20140.5	4	-42.0	exit_stop	66	268	4.25	2	2	1.0	0.5	3.5	202	True	short	True
2024-11-06	10:04	10:06	short	20697.0	20682.75	20684.75	20682.75	4	114.0	exit_stop	16	64	7.5	1	0	0.6216	1.25	18.5	48	True	short	True
2024-11-07	09:19	09:23	short	21014.75	21017.725	21006.25	21017.725	4	-23.8	exit_stop	16	19	0.75	1	0	0.4286	0.5	0.5	3	True	short	True
2024-11-08	09:31	09:32	short	21200.75	21205.825	21186.25	21205.825	4	-40.6	exit_stop	3	31	0.75	1	0	0.8243	0.5	0.0	28	True	short	True
2024-11-11	09:35	09:37	long	21272.0	21283.0	21282.75	21283.0	4	88.0	exit_stop	17	35	0.5	1	0	0.1111	0.5	1.5	18	True	long	True
2024-11-12	09:18	09:29	long	21199.75	21214.0	21214.5	21214.0	4	114.0	exit_stop	16	18	5.75	1	0	0.2857	0.25	0.5	2	False	short	False
2024-11-12	09:39	09:40	short	21225.75	21229.6875	21214.5	21229.6875	4	-31.5	exit_stop	38	39	1.0	2	11	0.5185	0.25	3.0	1	True	short	True
2024-11-12	10:09	10:11	long	21201.0	21231.5	21214.5	21231.5	4	244.0	exit_stop	63	69	11.25	3	1	0.3654	0.25	19.5	6	False	short	False
2024-11-12	10:45	10:47	long	21207.0	21222.0	21214.5	21222.0	4	120.0	exit_stop	90	105	1.5	4	2	0.2857	0.25	31.0	15	False	short	False
2024-11-12	10:55	10:56	long	21207.25	21204.7125	21214.5	21204.7125	4	-20.3	exit_stop	114	115	2.5	5	2	0.7857	0.75	17.25	1	False	short	False
2024-11-13	09:03	09:04	short	21173.5	21178.6625	21158.75	21178.6625	4	-41.3	exit_stop	2	3	1.5	1	0	0.22	1.0	0.25	1	True	short	True
2024-11-14	09:31	09:33	short	21146.25	21138.0	21137.5	21138.0	4	66.0	exit_stop	5	31	10.5	1	0	0.7468	0.5	0.0	26	False	neutral	False
2024-11-14	10:44	10:45	long	21128.25	21125.0125	21137.5	21125.0125	4	-25.9	exit_stop	39	104	5.75	2	2	0.6212	1.75	24.5	65	False	neutral	False
2024-11-19	09:56	09:57	short	20535.0	20539.55	20522.0	20539.55	4	-36.4	exit_stop	3	56	0.5	1	0	0.5526	0.5	2.0	53	False	long	False
2024-11-20	09:23	09:24	long	20742.0	20738.15	20753.0	20738.15	4	-30.8	exit_stop	10	23	8.75	1	0	0.3585	0.5	4.75	13	False	short	False
2024-11-22	09:51	09:52	short	20800.0	20803.325	20790.5	20803.325	4	-26.6	exit_stop	17	51	16.5	1	0	0.2205	0.25	1.0	34	False	long	False
2024-11-25	09:48	09:50	short	21030.5	21004.25	21016.0	21004.25	4	210.0	exit_stop	35	48	20.75	1	0	0.6321	2.75	19.75	13	True	short	True
2024-11-26	09:26	09:27	long	20929.25	20925.925	20938.75	20925.925	4	-26.6	exit_stop	3	26	5.0	1	0	0.04	0.25	3.25	23	False	neutral	False
