entry_date	entry_time	exit_time	direction	entry_price	exit_price	tdo	stop_price	contracts	pnl	exit_type	divergence_bar	entry_bar	stop_bar_wick_pts	reentry_sequence	prior_trade_bars_held	entry_bar_body_ratio	smt_sweep_pts	smt_miss_pts	bars_since_divergence	matches_hypothesis	session_direction	entry_matches_session
2026-01-19	09:52	09:56	long	25278.25	25309.0	25293.0	25309.0	4	246.0	exit_stop	7	52	11.5	1	0	0.025	0.25	1.5	45	True	long	True
2026-01-20	09:32	09:33	short	25252.0	25255.325	25242.5	25255.325	4	-26.6	exit_stop	28	32	0.75	1	0	0.2166	0.5	9.0	4	False	long	False
2026-01-22	09:12	09:13	long	25722.0	25719.2875	25729.75	25719.2875	4	-21.7	exit_stop	4	12	2.0	1	0	0.7381	0.25	2.0	8	False	short	False
2026-01-23	09:43	09:45	short	25618.75	25600.5	25607.0	25600.5	4	146.0	exit_stop	8	43	9.25	1	0	0.2	0.5	1.5	35	False	long	False
2026-01-26	09:32	09:34	short	25755.75	25733.5	25748.5	25733.5	4	178.0	exit_stop	1	32	5.5	1	0	0.0426	1.0	1.75	31	False	neutral	False
2026-01-27	09:45	09:46	long	25974.0	25970.9375	25982.75	25970.9375	4	-24.5	exit_stop	14	45	12.5	1	0	0.9231	0.5	2.5	31	False	short	False
2026-01-28	09:19	09:25	long	26239.5	26261.25	26253.25	26261.25	4	174.0	exit_stop	2	19	0.5	1	0	0.037	0.75	0.25	17	False	neutral	False
2026-01-28	09:33	09:35	short	26262.25	26234.25	26253.25	26234.25	4	224.0	exit_stop	28	33	22.5	2	6	0.5926	0.25	21.5	5	False	neutral	False
2026-01-28	10:20	10:21	long	26245.0	26242.1125	26253.25	26242.1125	4	-23.1	exit_stop	69	80	4.25	3	2	0.7234	1.5	17.25	11	False	neutral	False
2026-01-30	09:06	09:08	short	25842.25	25823.5	25834.25	25823.5	4	150.0	exit_stop	5	6	9.5	1	0	0.1282	1.25	4.25	1	False	long	False
2026-01-30	09:58	10:00	short	25843.5	25807.75	25834.25	25807.75	4	286.0	exit_stop	12	58	21.0	2	2	0.6627	1.0	7.75	46	False	long	False
2026-02-09	09:33	09:35	long	25047.75	25074.25	25057.75	25074.25	4	212.0	exit_stop	13	33	41.0	1	0	0.3057	0.5	0.75	20	False	short	False
2026-02-10	10:00	10:01	short	25384.75	25387.725	25376.25	25387.725	4	-23.8	exit_stop	25	60	2.5	1	0	0.3816	0.75	0.0	35	True	short	True
2026-02-11	09:48	09:49	long	25410.75	25408.0375	25418.5	25408.0375	4	-21.7	exit_stop	3	48	23.75	1	0	0.7863	0.75	4.0	45	False	short	False
2026-02-16	09:37	09:38	long	24749.0	24744.1875	24762.75	24744.1875	4	-38.5	exit_stop	3	37	1.25	1	0	0.7188	0.25	0.5	34	False	short	False
2026-02-17	09:32	09:33	short	24667.5	24670.5625	24658.75	24670.5625	4	-24.5	exit_stop	21	32	11.5	1	0	0.5447	0.25	1.25	11	False	long	False
2026-02-18	09:48	09:50	short	24822.25	24794.75	24808.75	24794.75	4	220.0	exit_stop	7	48	19.5	1	0	0.5316	0.25	3.25	41	True	short	True
2026-02-19	09:42	09:43	long	24821.0	24816.45	24834.0	24816.45	4	-36.4	exit_stop	10	42	17.0	1	0	0.7644	1.0	0.0	32	False	neutral	False
2026-02-24	09:38	09:40	long	24797.5	24843.0	24804.75	24843.0	4	364.0	exit_stop	21	38	37.75	1	0	0.8438	0.25	3.25	17	False	neutral	False
2026-02-25	09:11	09:15	short	25173.0	25150.25	25160.25	25150.25	4	182.0	exit_stop	2	11	5.75	1	0	0.3846	0.5	1.0	9	True	short	True
2026-02-27	09:28	09:30	long	24807.25	24867.0	24816.0	24867.0	4	478.0	exit_stop	21	28	20.25	1	0	0.1	0.5	1.0	7	True	long	True
2026-03-05	09:20	09:24	long	24975.0	24996.25	24987.75	24996.25	4	170.0	exit_stop	7	20	0.25	1	0	0.3953	1.0	3.0	13	False	short	False
2026-03-09	10:30	10:32	long	24423.5	24441.5	24432.5	24441.5	4	144.0	exit_stop	38	90	18.75	1	0	0.625	2.5	27.75	52	False	neutral	False
2026-03-10	09:25	09:27	short	25001.25	24989.75	24991.5	24989.75	4	92.0	exit_stop	10	25	6.0	1	0	0.02	1.5	4.25	15	True	short	True
2026-03-10	10:21	10:23	long	24984.0	24996.0	24991.5	24996.0	4	96.0	exit_stop	35	81	20.5	2	2	0.5638	0.5	33.75	46	False	short	False
2026-03-11	09:48	09:49	short	25046.0	25049.85	25035.0	25049.85	4	-30.8	exit_stop	29	48	7.0	1	0	0.5309	0.5	0.25	19	False	long	False
2026-03-13	10:15	10:16	short	24659.75	24664.7375	24645.5	24664.7375	4	-39.9	exit_stop	30	75	28.5	1	0	0.3415	4.25	1.75	45	False	long	False
2026-03-17	13:12	13:13	short	24791.25	24794.3125	24782.5	24794.3125	4	-24.5	exit_stop	31	252	6.75	1	0	0.9	0.25	8.0	221	True	short	True
2026-03-19	09:15	09:17	long	24418.0	24477.0	24428.25	24477.0	4	472.0	exit_stop	11	15	32.5	1	0	0.1392	0.25	0.5	4	True	long	True
2026-03-20	09:07	09:08	long	24475.25	24470.875	24487.75	24470.875	4	-35.0	exit_stop	4	7	4.5	1	0	0.2642	0.25	1.0	3	True	long	True
2026-03-25	09:33	09:34	short	24437.5	24440.0375	24430.25	24440.0375	4	-20.3	exit_stop	1	33	2.75	1	0	0.6571	0.75	1.25	32	True	short	True
2026-03-30	09:10	09:11	long	23495.5	23490.775	23509.0	23490.775	4	-37.8	exit_stop	6	10	4.0	1	0	0.6596	0.5	1.25	4	True	long	True
2026-03-31	09:20	09:22	short	23394.25	23398.8875	23381.0	23398.8875	4	-37.1	exit_stop	8	20	7.75	1	0	0.561	0.75	1.25	12	False	long	False
2026-04-01	09:54	09:56	short	24098.75	24084.5	24088.5	24084.5	4	114.0	exit_stop	29	54	12.75	1	0	0.7658	0.75	3.25	25	False	long	False
2026-04-02	09:32	09:34	short	23776.75	23764.0	23763.25	23764.0	4	102.0	exit_stop	5	32	5.5	1	0	0.7579	0.25	4.5	27	False	long	False
2026-04-10	09:38	09:40	short	25328.75	25291.0	25315.0	25291.0	4	302.0	exit_stop	5	38	2.5	1	0	0.6667	0.25	2.0	33	True	short	True
